song_title,lyrics,prompt
Blue Sky,"[Hook: Makeba]
Ohh, in the sky we'll find the light
Ohh, ain't too high, we'll shine at night
Now we in the skies, blue skies
And we going higher, that's right
",Write a hook in the style of Makeba celebrating resilience and determination in the face of adversity.
Blue Sky,"[Verse 2: Common]
It all started with a dream,
 
I wanted to be Run–D.M.C
The Lord put the blessing upon the MC
O to the M, dreams were spoken to him
That's when I knew my flows would overflow to the rim
Open my eyes, yes sir this is what I'm made for
To go hard in the paint like D. Wade or
D. Rose,
 
from the same streets that we rose
International heroes at world primos
Red carpet magic, taking pictures with the president
Told him for health care, my music is the medicine
My name holds weight, I am never hesitant
Different state resident, this is hood elegance
SLS classic, pursuing my passion
NOVA Fashion, now I'm Oscar party crashing
Immortal view of a star doing what I’m born to do
I see the blue sky, see the Lord's coming through
",Write a verse in the style of Common reflecting on the journey from humble beginnings to international success.
Blue Sky,"[Hook: Makeba]
Ohh, in the sky we'll find the light
Ohh, ain't too high, we'll shine at night
Now we in the skies, blue skies
And we going higher, that's right","Write a hook in the style of Makeba, celebrating the journey towards success and the beauty of reaching for the stars."
Blue Sky,"[Interlude: James Fauntleroy & Common]
Aye, aye-aye, aye, aye, hey
Aye, aye-aye, aye, aye, hey
Aye, aye-aye, aye, aye, hey (Aye-aye-aye-aye, aye)
Aye, aye-aye, aye, aye, hey (Aye-aye-aye, aye, aye, aye)
",Create an interlude in the style of James Fauntleroy & Common that sets the mood for a reflective and soulful track.
Blue Sky,"[Verse 3: Common]
Silhouettes of dreams that we had high, huh
Even now it don't seem so bad, ma
Close my eyes to see things in front of me
I'm gone now, imagine what I'm gonna be
Dirty to worthy, now I'm all wordy
My broad up in Paris
, looking all purty
Immortal view of a star doing what I'm born to do
I see the blue sky, see the Lord's coming through
","Write a verse about overcoming obstacles and pursuing your dreams, inspired by the style of Common."
Blue Sky,"[Hook: Makeba]
Now we in the skies, blue skies
And we going higher, that's right
",Write a hook in the style of Makeba celebrating the feeling of freedom and elevation.
Blue Sky,"[Bridge: Makeba]
I had these dreams in my head of an endless sphere
I could see it from my window
Wouldn't take that long to get me there
Keep running til' I can go
Remember the beautiful things that life could give me
Crazy how I'm the one
Could've been anywhere, but I'm sitting in the air
With the wheels up staring at the sun
","Write a bridge in the style of Makeba, reflecting on the beauty of life's possibilities and the journey to reach them."
Blue Sky,"[Hook: Makeba]
Ohh, in the sky we'll find the light
Ohh, until high we'll shine at night
Now we in the skies, blue skies
And we going higher, that's right",Write a hook in the style of Makeba celebrating the joy and freedom found in reaching new heights.
It’s Your World (Part 1 & 2),"[Verse 1: Common]
Night blows, stoves don't work, hoes at work
A warrior, so I wear 'em on my shirt
Wish I was free as Che was, I spend a day buzzed
Trippin' off heights, 
wishin' for nights in different flavors
The age of Kane and Big Daddy, short-body Caddies
Uncles named Larry, that never really grabbed me
My mother gave birth but she really never had me
Left to the hood to play daddy
Raised by niggas named Butch, Scoot or Bae-Bae
With weight so they weigh they status on the streets
License plates that say they, motto
This is Chicago in the heyday
Similar to Good Times, I guess that I was JJ
A skinny nigga,
 
young girls with Penny figures
So many niggas, stacked upon each other
It's the black upon each other that we love so much
Wonder how many of us, these drugs gonna touch
Used to gangbang, ain't really thug that much
Rather have some thick broads and a dutch to clutch
Went to school in Baton Rouge for a couple of years
My college career got downed with a couple of beers
Came back home, now I gotta pay back loans
Same nigga, same block, same shit they on
Only thing different, quicker, they click that chrome
In my defense, yo, I had to hit that zone
Man to man, I'm good workin' with my hands
My generation never understood workin' for the man
And, of being broke I ain't a fan
Now I stand in the same spot as my old man
My life I planned not to be on this corner
I still wanna see California
But this is my world",Write a verse in the style of Common reflecting on the struggles and influences of growing up in Chicago.
It’s Your World (Part 1 & 2),"[Hook: Bilal]
It's your world
",Write a hook in the style of Bilal capturing the sense of empowerment and control over one's own destiny.
It’s Your World (Part 1 & 2),"[Verse 2: Common]
Life and death flow around us
Four pounds and pounds of herb from out of towners
It's hard to stay grounded
We stay high
, that's why old folks down us
Lost, nobody found us, the force that surrounds us
Ain't with us, they get us on the ground and hit us
We paint pictures of the chains under their names and scriptures
Removed from Earth, only to return through birth
Knew this girl sellin' her body, wish she knew what it was worth
Between God and trash, lookin' in every car that pass
With a walk that suggests head, to milk niggas she was breastfed
She know dairy so she say cheese to get bread
In the area where it's more weaves and less dreads
Kinda scary, amongst thieves and base-heads
Said it was her toes, but I could tell her soul hurt
She was cold turk, 
growin' up she got to know hurt
Very well in a world where self hate is overt
Her stepfather thought he was Ike, so her mother he strike
She got to like like-minded niggas, who liked crimes and figures
Doin' white lines and liquor, see hard times had kicked her
In the ass, it used to be thicker
Life is fast, some choose to be quicker
I remember in high school she had a passion to sing
Now she see herself in a casket in dreams
These are the children of crack and rap, blacks that lack
Self-esteem, yo 
we forgot the dream
On our Jeffersons y'all but we forgot the theme
In the Chi, we even rootin' for a garbage team
This queen never seen herself on this Corner
She still wanna see California
But this is her world",Write a verse in the style of Common exploring the harsh realities and struggles faced by individuals in inner-city environments.
It’s Your World (Part 1 & 2),"[Hook: Bilal]
It's your world
","Write a hook in the style of Bilal, exploring the limitless possibilities and opportunities in the world."
It’s Your World (Part 1 & 2),"[Interlude: Kids]
I wanna be a pediatrician
I wanna be a governor
I want to be a artist
I want to be a veterinarian
I wanna be a model
I wanna be a doctor
I wanna be a ballet dancer
I wanna be a football player
I wanna be a astronaut
I wanna be a obstetrician
I wanna be a doctor
I wanna be a nurse
I wanna be a fashionista
I want to be a gym teacher
I wanna be a architect
I want to be a duck
I wanna be a wrestler
I wanna be a dancer
I wanna be the first African-American female president
I wanna be a police officer
I wanna be a rock star
I wanna be a gymnastics teacher
I wanna be a captain of a police station
I wanna be a drummer
I wanna be an actress
I wanna be a superstar","Write a verse in the style of Childish Gambino, exploring the dreams and aspirations of children from different backgrounds."
It’s Your World (Part 1 & 2),"[Outro: Pops]
Be, be here, be there, be that, be this
Be grateful for life, be grateful to life
Be gleeful everyday, for being the best swimmer among 500,000
Be-nign, be you, be mom's mean pie
Be little black Sambo with bad hair
Be aware of 
Willie Lynch-ism
Be, be boundless energy
Be a 
four star ghetto general
, be no one except I
Be a strong academic student, be an A student in Sociology
Be food for thought to the growin mind, be the author of your own horoscope
Be invited, be long-living, be forgiving, be not forgetful
Be a proud run, only to return to fight another day
Be peaceful if possible, but justice at any rate
Be high when you low, be on time but know when to go
Be cautious of the road to college, taking a detour through Vietnam or the Middle East
Be absent of wars at any past or present fought amongst themselves
Be visual of foreclosure over your shoulder while beggin
A nation built on free labor for reparation, 
Be a cartopographer
A map maker, be able to find Afro-American land
Search thoroughly, it may be close to black land
Be amended 5/5ths, be amended 5/5ths human
Be the owner of more land than is set aside for wild life
Be cupid, to world government
Be found among the truth, lost tribe
Be at full strength when walking through the valley
Be not foolish as temporary king of the mountain top
Be a brilliant soul, sparkling in the galaxy while walking on earth
Be loved by God as much as God loved Gandhi and Martin Luther King
Be that last one of 144,000, be the resident of that twelfth house
Be... eternal","Write a reflective outro in the style of Pops, focusing on being grateful for life and embracing your true self."
